,object,state,file,split,pid
3495,drawer,open,00004328_P01_09_50071_50221_0_-2_2.jpg,train,P01
3496,drawer,open,00004335_P22_16_24121_24271_0_-2_2.jpg,validation,P22
3497,drawer,open,00004328_P01_09_50071_50221_0_-2_3.jpg,train,P01
3498,drawer,open,00004335_P22_16_24121_24271_0_-2_0.jpg,validation,P22
3499,drawer,open,00004319_P04_01_50101_50311_0_-1_0.jpg,validation,P04
3500,drawer,open,00004319_P04_01_50101_50311_0_-1_3.jpg,validation,P04
3501,drawer,open,00004319_P04_01_50101_50311_0_-1_4.jpg,validation,P04
3502,drawer,open,00004319_P04_01_50101_50311_0_-1_1.jpg,validation,P04
3503,drawer,open,00004319_P04_01_50101_50311_0_-1_2.jpg,validation,P04
3504,drawer,open,00004274_P02_04_2941_3061_0_-1_0.jpg,test,P02
3505,drawer,close,00004328_P01_09_50071_50221_0_-2_0.jpg,train,P01
3506,drawer,close,00004274_P02_04_2941_3061_0_-1_2.jpg,test,P02
3507,drawer,open,00004313_P03_06_1501_1591_0_-1_1.jpg,train,P03
3508,drawer,close,00004313_P03_06_1501_1591_0_-1_0.jpg,train,P03
3509,drawer,open,00004274_P02_04_2941_3061_0_-1_1.jpg,test,P02
3510,drawer,open,00004184_P22_07_84361_84481_1_-1_1.jpg,validation,P22
3511,drawer,open,00004178_P04_05_46231_46591_0_-2_4.jpg,validation,P04
3512,drawer,open,00004178_P04_05_46231_46591_0_-2_2.jpg,validation,P04
3513,drawer,open,00004184_P22_07_84361_84481_1_-1_2.jpg,validation,P22
3514,drawer,open,00004178_P04_05_46231_46591_0_-2_6.jpg,validation,P04
3515,drawer,close,00004178_P04_05_46231_46591_0_-2_8.jpg,validation,P04
3516,drawer,open,00004184_P22_07_84361_84481_1_-1_0.jpg,validation,P22
3517,drawer,open,00004171_P02_09_106261_106441_0_-2_4.jpg,test,P02
3518,drawer,close,00004171_P02_09_106261_106441_0_-2_1.jpg,test,P02
3519,drawer,close,00004171_P02_09_106261_106441_0_-2_3.jpg,test,P02
3520,drawer,close,00004171_P02_09_106261_106441_0_-2_2.jpg,test,P02
3521,drawer,open,00004095_P07_10_2671_2971_1_-2_4.jpg,validation,P07
3522,drawer,close,00004069_P22_07_23251_23401_0_-1_0.jpg,validation,P22
3523,drawer,open,00004069_P22_07_23251_23401_0_-1_4.jpg,validation,P22
3524,drawer,open,00004095_P07_10_2671_2971_1_-2_2.jpg,validation,P07
3525,drawer,close,00004095_P07_10_2671_2971_1_-2_1.jpg,validation,P07
3526,drawer,open,00004069_P22_07_23251_23401_0_-1_1.jpg,validation,P22
3527,drawer,open,00004069_P22_07_23251_23401_0_-1_3.jpg,validation,P22
3528,drawer,open,00003942_P04_02_56581_56821_1_-2_4.jpg,validation,P04
3529,drawer,open,00003942_P04_02_56581_56821_1_-2_0.jpg,validation,P04
3530,drawer,open,00003942_P04_02_56581_56821_1_-2_2.jpg,validation,P04
3531,drawer,open,00003942_P04_02_56581_56821_1_-2_3.jpg,validation,P04
3532,drawer,open,00003941_P31_13_35431_35701_1_-1_3.jpg,test,P31
3533,drawer,open,00003937_P08_23_57091_57211_0_-1_3.jpg,train,P08
3534,drawer,open,00003937_P08_23_57091_57211_0_-1_2.jpg,train,P08
3535,drawer,open,00003941_P31_13_35431_35701_1_-1_2.jpg,test,P31
3536,drawer,open,00003941_P31_13_35431_35701_1_-1_1.jpg,test,P31
3537,drawer,open,00003922_P20_04_3991_4081_0_-1_0.jpg,test,P20
3538,drawer,open,00003922_P20_04_3991_4081_0_-1_1.jpg,test,P20
3539,drawer,open,00003937_P08_23_57091_57211_0_-1_1.jpg,train,P08
3540,drawer,open,00003922_P20_04_3991_4081_0_-1_2.jpg,test,P20
3541,drawer,open,00003937_P08_23_57091_57211_0_-1_0.jpg,train,P08
3542,drawer,open,00003895_P22_13_19171_19261_0_-1_2.jpg,validation,P22
3543,drawer,open,00003895_P22_13_19171_19261_0_-1_1.jpg,validation,P22
3544,drawer,open,00003942_P04_02_56581_56821_1_-2_1.jpg,validation,P04
3545,drawer,open,00003895_P22_13_19171_19261_0_-1_0.jpg,validation,P22
3546,drawer,open,00003870_P01_01_3151_3301_1_-1_3.jpg,train,P01
3547,drawer,open,00003870_P01_01_3151_3301_1_-1_1.jpg,train,P01
3548,drawer,open,00003870_P01_01_3151_3301_1_-1_0.jpg,train,P01
3549,drawer,open,00003784_P08_05_31321_31501_0_-1_0.jpg,train,P08
3550,drawer,open,00003784_P08_05_31321_31501_0_-1_1.jpg,train,P08
3551,drawer,open,00003761_P30_10_25891_25951_0_-1_1.jpg,test,P30
3552,drawer,open,00003784_P08_05_31321_31501_0_-1_2.jpg,train,P08
3553,drawer,open,00003761_P30_10_25891_25951_0_-1_0.jpg,test,P30
3554,drawer,open,00003784_P08_05_31321_31501_0_-1_3.jpg,train,P08
3555,drawer,open,00003609_P15_08_1021_1171_1_-1_0.jpg,test,P15
3556,drawer,open,00003608_P22_16_4021_4231_1_-2_4.jpg,validation,P22
3557,drawer,open,00003760_P03_04_51541_51661_1_-1_2.jpg,train,P03
3558,drawer,open,00003760_P03_04_51541_51661_1_-1_1.jpg,train,P03
3559,drawer,open,00003760_P03_04_51541_51661_1_-1_0.jpg,train,P03
3560,drawer,open,00003870_P01_01_3151_3301_1_-1_2.jpg,train,P01
3561,drawer,open,00003609_P15_08_1021_1171_1_-1_2.jpg,test,P15
3562,drawer,open,00003609_P15_08_1021_1171_1_-1_1.jpg,test,P15
3563,drawer,open,00003608_P22_16_4021_4231_1_-2_2.jpg,validation,P22
3564,drawer,open,00003571_P22_07_113641_113821_1_-1_2.jpg,validation,P22
3565,drawer,open,00003608_P22_16_4021_4231_1_-2_1.jpg,validation,P22
3566,drawer,open,00003608_P22_16_4021_4231_1_-2_3.jpg,validation,P22
3567,drawer,open,00003608_P22_16_4021_4231_1_-2_0.jpg,validation,P22
3568,drawer,close,00003571_P22_07_113641_113821_1_-1_3.jpg,validation,P22
3569,drawer,open,00003564_P29_01_71581_71761_0_-1_0.jpg,train,P29
3570,drawer,open,00003564_P29_01_71581_71761_0_-1_2.jpg,train,P29
3571,drawer,open,00003564_P29_01_71581_71761_0_-1_4.jpg,train,P29
3572,drawer,open,00003564_P29_01_71581_71761_0_-1_3.jpg,train,P29
3573,drawer,open,00003564_P29_01_71581_71761_0_-1_1.jpg,train,P29
3574,drawer,open,00003571_P22_07_113641_113821_1_-1_1.jpg,validation,P22
3575,drawer,open,00003405_P01_18_105241_105391_0_-2_2.jpg,train,P01
3576,drawer,open,00003405_P01_18_105241_105391_0_-2_0.jpg,train,P01
3577,drawer,open,00003405_P01_18_105241_105391_0_-2_3.jpg,train,P01
3578,drawer,open,00003556_P22_16_9001_9121_0_-1_2.jpg,validation,P22
3579,drawer,open,00003556_P22_16_9001_9121_0_-1_1.jpg,validation,P22
3580,drawer,open,00003556_P22_16_9001_9121_0_-1_0.jpg,validation,P22
3581,drawer,open,00003391_P22_07_110821_110941_1_-1_2.jpg,validation,P22
3582,drawer,open,00003340_P01_05_7171_7741_1_-1_9.jpg,train,P01
3583,drawer,close,00003340_P01_05_7171_7741_1_-1_0.jpg,train,P01
3584,drawer,open,00003391_P22_07_110821_110941_1_-1_0.jpg,validation,P22
3585,drawer,open,00003340_P01_05_7171_7741_1_-1_6.jpg,train,P01
3586,drawer,open,00003391_P22_07_110821_110941_1_-1_1.jpg,validation,P22
3587,drawer,open,00003340_P01_05_7171_7741_1_-1_3.jpg,train,P01
3588,drawer,open,00003184_P02_06_5611_5851_1_-1_2.jpg,test,P02
3589,drawer,open,00003184_P02_06_5611_5851_1_-1_3.jpg,test,P02
3590,drawer,open,00003327_P04_20_5191_5281_0_-1_0.jpg,validation,P04
3591,drawer,open,00003184_P02_06_5611_5851_1_-1_1.jpg,test,P02
3592,drawer,open,00003327_P04_20_5191_5281_0_-1_2.jpg,validation,P04
3593,drawer,open,00003184_P02_06_5611_5851_1_-1_0.jpg,test,P02
3594,drawer,open,00003327_P04_20_5191_5281_0_-1_1.jpg,validation,P04
3595,drawer,open,00003147_P01_05_17311_17641_0_-2_6.jpg,train,P01
3596,drawer,close,00003147_P01_05_17311_17641_0_-2_8.jpg,train,P01
3597,drawer,close,00003147_P01_05_17311_17641_0_-2_2.jpg,train,P01
3598,drawer,open,00003147_P01_05_17311_17641_0_-2_4.jpg,train,P01
3599,drawer,open,00003120_P22_08_46441_46501_0_-1_0.jpg,validation,P22
3600,drawer,close,00003128_P01_09_173191_173311_0_-2_0.jpg,train,P01
3601,drawer,open,00003128_P01_09_173191_173311_0_-2_2.jpg,train,P01
3602,drawer,open,00003128_P01_09_173191_173311_0_-2_1.jpg,train,P01
3603,drawer,open,00003120_P22_08_46441_46501_0_-1_1.jpg,validation,P22
3604,drawer,close,00003058_P13_08_97051_97351_1_-1_3.jpg,train,P13
3605,drawer,open,00002994_P01_09_103891_104251_0_-1_6.jpg,train,P01
3606,drawer,close,00003058_P13_08_97051_97351_1_-1_2.jpg,train,P13
3607,drawer,open,00002994_P01_09_103891_104251_0_-1_4.jpg,train,P01
3608,drawer,close,00003058_P13_08_97051_97351_1_-1_1.jpg,train,P13
3609,drawer,open,00002994_P01_09_103891_104251_0_-1_8.jpg,train,P01
3610,drawer,open,00002994_P01_09_103891_104251_0_-1_2.jpg,train,P01
3611,drawer,close,00003058_P13_08_97051_97351_1_-1_0.jpg,train,P13
3612,drawer,open,00002980_P22_16_9391_9721_0_-1_8.jpg,validation,P22
3613,drawer,open,00002980_P22_16_9391_9721_0_-1_4.jpg,validation,P22
3614,drawer,open,00002980_P22_16_9391_9721_0_-1_2.jpg,validation,P22
3615,drawer,close,00002945_P22_16_8851_8881_0_-1_0.jpg,validation,P22
3616,drawer,open,00002980_P22_16_9391_9721_0_-1_6.jpg,validation,P22
3617,drawer,close,00002820_P22_05_38431_38491_0_-1_1.jpg,validation,P22
3618,drawer,open,00002879_P22_07_27451_27511_0_-1_1.jpg,validation,P22
3619,drawer,open,00002877_P24_07_3091_3181_0_-1_0.jpg,test,P24
3620,drawer,close,00003058_P13_08_97051_97351_1_-1_4.jpg,train,P13
3621,drawer,open,00002879_P22_07_27451_27511_0_-1_0.jpg,validation,P22
3622,drawer,open,00002782_P08_01_4471_4561_0_-1_2.jpg,train,P08
3623,drawer,open,00002750_P04_05_77461_77581_0_-1_0.jpg,validation,P04
3624,drawer,open,00002782_P08_01_4471_4561_0_-1_1.jpg,train,P08
3625,drawer,open,00002750_P04_05_77461_77581_0_-1_1.jpg,validation,P04
3626,drawer,open,00002640_P02_09_106801_107131_0_-2_6.jpg,test,P02
3627,drawer,open,00002640_P02_09_106801_107131_0_-2_8.jpg,test,P02
3628,drawer,close,00002782_P08_01_4471_4561_0_-1_0.jpg,train,P08
3629,drawer,open,00002468_P01_05_46741_46891_1_-1_1.jpg,train,P01
3630,drawer,open,00002513_P04_02_57781_57871_0_-1_0.jpg,validation,P04
3631,drawer,open,00002468_P01_05_46741_46891_1_-1_2.jpg,train,P01
3632,drawer,open,00002513_P04_02_57781_57871_0_-1_1.jpg,validation,P04
3633,drawer,open,00002513_P04_02_57781_57871_0_-1_2.jpg,validation,P04
3634,drawer,open,00002468_P01_05_46741_46891_1_-1_3.jpg,train,P01
3635,drawer,open,00002414_P01_09_50281_50461_1_-2_2.jpg,train,P01
3636,drawer,close,00002468_P01_05_46741_46891_1_-1_0.jpg,train,P01
3637,drawer,open,00002414_P01_09_50281_50461_1_-2_3.jpg,train,P01
3638,drawer,open,00002433_P02_07_5491_5731_1_-1_3.jpg,test,P02
3639,drawer,open,00002433_P02_07_5491_5731_1_-1_0.jpg,test,P02
3640,drawer,open,00002433_P02_07_5491_5731_1_-1_2.jpg,test,P02
3641,drawer,open,00002433_P02_07_5491_5731_1_-1_1.jpg,test,P02
3642,drawer,open,00002994_P01_09_103891_104251_0_-1_0.jpg,train,P01
3643,drawer,open,00002351_P04_16_4981_5131_1_-2_1.jpg,validation,P04
3644,drawer,open,00002343_P26_13_4891_5071_1_-1_1.jpg,train,P26
3645,drawer,open,00002351_P04_16_4981_5131_1_-2_0.jpg,validation,P04
3646,drawer,open,00002414_P01_09_50281_50461_1_-2_0.jpg,train,P01
3647,drawer,open,00002414_P01_09_50281_50461_1_-2_1.jpg,train,P01
3648,drawer,close,00002271_P02_04_3121_3361_1_-2_3.jpg,test,P02
3649,drawer,open,00002343_P26_13_4891_5071_1_-1_2.jpg,train,P26
3650,drawer,open,00002264_P22_16_86611_86881_0_-1_3.jpg,validation,P22
3651,drawer,open,00002271_P02_04_3121_3361_1_-2_0.jpg,test,P02
3652,drawer,open,00002343_P26_13_4891_5071_1_-1_0.jpg,train,P26
3653,drawer,open,00002264_P22_16_86611_86881_0_-1_4.jpg,validation,P22
3654,drawer,open,00002264_P22_16_86611_86881_0_-1_2.jpg,validation,P22
3655,drawer,open,00002264_P22_16_86611_86881_0_-1_0.jpg,validation,P22
3656,drawer,open,00002176_P01_01_60271_60451_1_-2_1.jpg,train,P01
3657,drawer,open,00002264_P22_16_86611_86881_0_-1_1.jpg,validation,P22
3658,drawer,open,00002176_P01_01_60271_60451_1_-2_0.jpg,train,P01
3659,drawer,open,00002176_P01_01_60271_60451_1_-2_2.jpg,train,P01
3660,drawer,open,00002055_P01_09_209401_209791_0_-1_2.jpg,train,P01
3661,drawer,open,00002055_P01_09_209401_209791_0_-1_8.jpg,train,P01
3662,drawer,open,00002055_P01_09_209401_209791_0_-1_6.jpg,train,P01
3663,drawer,open,00002065_P15_02_30451_30571_1_-1_2.jpg,test,P15
3664,drawer,open,00002055_P01_09_209401_209791_0_-1_4.jpg,train,P01
3665,drawer,open,00002051_P08_06_7951_8161_1_-1_2.jpg,train,P08
3666,drawer,open,00002176_P01_01_60271_60451_1_-2_3.jpg,train,P01
3667,drawer,open,00002046_P13_08_134371_134581_1_-1_3.jpg,train,P13
3668,drawer,close,00002051_P08_06_7951_8161_1_-1_0.jpg,train,P08
3669,drawer,open,00002046_P13_08_134371_134581_1_-1_2.jpg,train,P13
3670,drawer,open,00002051_P08_06_7951_8161_1_-1_1.jpg,train,P08
3671,drawer,open,00002065_P15_02_30451_30571_1_-1_0.jpg,test,P15
3672,drawer,open,00002046_P13_08_134371_134581_1_-1_4.jpg,train,P13
3673,drawer,close,00002046_P13_08_134371_134581_1_-1_0.jpg,train,P13
3674,drawer,open,00001992_P22_15_7321_7441_1_-1_2.jpg,validation,P22
3675,drawer,open,00001919_P01_09_11371_11551_0_-2_4.jpg,train,P01
3676,drawer,open,00001992_P22_15_7321_7441_1_-1_0.jpg,validation,P22
3677,drawer,open,00001992_P22_15_7321_7441_1_-1_1.jpg,validation,P22
3678,drawer,close,00002046_P13_08_134371_134581_1_-1_1.jpg,train,P13
3679,drawer,open,00001864_P04_02_1951_2101_1_-1_1.jpg,validation,P04
3680,drawer,open,00001919_P01_09_11371_11551_0_-2_1.jpg,train,P01
3681,drawer,open,00001919_P01_09_11371_11551_0_-2_3.jpg,train,P01
3682,drawer,open,00001919_P01_09_11371_11551_0_-2_0.jpg,train,P01
3683,drawer,open,00001823_P02_02_1021_1201_1_-1_3.jpg,test,P02
3684,drawer,open,00001823_P02_02_1021_1201_1_-1_4.jpg,test,P02
3685,drawer,open,00001864_P04_02_1951_2101_1_-1_3.jpg,validation,P04
3686,drawer,open,00001727_P28_09_121_481_0_-2_4.jpg,test,P28
3687,drawer,open,00001727_P28_09_121_481_0_-2_8.jpg,test,P28
3688,drawer,close,00001823_P02_02_1021_1201_1_-1_1.jpg,test,P02
3689,drawer,open,00001727_P28_09_121_481_0_-2_2.jpg,test,P28
3690,drawer,close,00001727_P28_09_121_481_0_-2_6.jpg,test,P28
3691,drawer,close,00001823_P02_02_1021_1201_1_-1_0.jpg,test,P02
3692,drawer,open,00001823_P02_02_1021_1201_1_-1_2.jpg,test,P02
3693,drawer,open,00001670_P08_21_60631_60691_0_-1_0.jpg,train,P08
3694,drawer,open,00001714_P20_04_23101_23131_0_-1_0.jpg,test,P20
3695,drawer,open,00001670_P08_21_60631_60691_0_-1_1.jpg,train,P08
3696,drawer,close,00001727_P28_09_121_481_0_-2_0.jpg,test,P28
3697,drawer,open,00001575_P29_03_28621_28891_1_-1_3.jpg,train,P29
3698,drawer,close,00001594_P22_09_2491_2521_0_-1_0.jpg,validation,P22
3699,drawer,open,00001567_P07_04_18901_19111_0_-2_4.jpg,validation,P07
3700,drawer,open,00001642_P04_03_32551_33031_0_-1_0.jpg,validation,P04
3701,drawer,open,00001642_P04_03_32551_33031_0_-1_3.jpg,validation,P04
3702,drawer,open,00001575_P29_03_28621_28891_1_-1_4.jpg,train,P29
3703,drawer,open,00001575_P29_03_28621_28891_1_-1_1.jpg,train,P29
3704,drawer,open,00001522_P22_14_35461_35611_0_-2_1.jpg,validation,P22
3705,drawer,close,00001567_P07_04_18901_19111_0_-2_3.jpg,validation,P07
3706,drawer,close,00001554_P15_08_19801_19891_0_-1_2.jpg,test,P15
3707,drawer,open,00001522_P22_14_35461_35611_0_-2_2.jpg,validation,P22
3708,drawer,close,00001554_P15_08_19801_19891_0_-1_1.jpg,test,P15
3709,drawer,open,00001522_P22_14_35461_35611_0_-2_3.jpg,validation,P22
3710,drawer,open,00001474_P02_04_8311_8671_1_-2_6.jpg,test,P02
3711,drawer,close,00001554_P15_08_19801_19891_0_-1_0.jpg,test,P15
3712,drawer,open,00001474_P02_04_8311_8671_1_-2_4.jpg,test,P02
3713,drawer,close,00001522_P22_14_35461_35611_0_-2_0.jpg,validation,P22
3714,drawer,open,00001474_P02_04_8311_8671_1_-2_2.jpg,test,P02
3715,drawer,open,00001474_P02_04_8311_8671_1_-2_0.jpg,test,P02
3716,drawer,close,00001422_P03_04_47761_47881_0_-2_1.jpg,train,P03
3717,drawer,open,00001395_P12_02_103921_104041_0_-2_2.jpg,test,P12
3718,drawer,open,00001386_P29_01_4591_4771_1_-1_4.jpg,train,P29
3719,drawer,close,00001422_P03_04_47761_47881_0_-2_0.jpg,train,P03
3720,drawer,open,00001386_P29_01_4591_4771_1_-1_3.jpg,train,P29
3721,drawer,open,00001422_P03_04_47761_47881_0_-2_2.jpg,train,P03
3722,drawer,open,00001349_P04_16_10201_10441_0_-2_1.jpg,validation,P04
3723,drawer,open,00001386_P29_01_4591_4771_1_-1_1.jpg,train,P29
3724,drawer,open,00001349_P04_16_10201_10441_0_-2_0.jpg,validation,P04
3725,drawer,open,00001349_P04_16_10201_10441_0_-2_4.jpg,validation,P04
3726,drawer,open,00001349_P04_16_10201_10441_0_-2_2.jpg,validation,P04
3727,drawer,open,00001345_P04_20_1141_1321_1_-2_0.jpg,validation,P04
3728,drawer,close,00001386_P29_01_4591_4771_1_-1_0.jpg,train,P29
3729,drawer,close,00001256_P13_06_3421_3781_0_-1_8.jpg,train,P13
3730,drawer,open,00001349_P04_16_10201_10441_0_-2_3.jpg,validation,P04
3731,drawer,open,00001256_P13_06_3421_3781_0_-1_6.jpg,train,P13
3732,drawer,open,00001324_P01_09_206911_207061_1_-1_0.jpg,train,P01
3733,drawer,open,00001324_P01_09_206911_207061_1_-1_3.jpg,train,P01
3734,drawer,open,00001324_P01_09_206911_207061_1_-1_1.jpg,train,P01
3735,drawer,open,00001395_P12_02_103921_104041_0_-2_0.jpg,test,P12
3736,drawer,open,00001324_P01_09_206911_207061_1_-1_2.jpg,train,P01
3737,drawer,open,00001253_P04_07_6421_6631_1_-1_3.jpg,validation,P04
3738,drawer,open,00001253_P04_07_6421_6631_1_-1_1.jpg,validation,P04
3739,drawer,open,00001253_P04_07_6421_6631_1_-1_2.jpg,validation,P04
3740,drawer,close,00001256_P13_06_3421_3781_0_-1_0.jpg,train,P13
3741,drawer,open,00001253_P04_07_6421_6631_1_-1_4.jpg,validation,P04
3742,drawer,close,00001256_P13_06_3421_3781_0_-1_2.jpg,train,P13
3743,drawer,open,00001242_P29_02_8281_8551_1_-2_1.jpg,train,P29
3744,drawer,close,00001253_P04_07_6421_6631_1_-1_0.jpg,validation,P04
3745,drawer,open,00001242_P29_02_8281_8551_1_-2_3.jpg,train,P29
3746,drawer,open,00001242_P29_02_8281_8551_1_-2_2.jpg,train,P29
3747,drawer,open,00001231_P01_09_109081_109351_0_-1_2.jpg,train,P01
3748,drawer,open,00001231_P01_09_109081_109351_0_-1_3.jpg,train,P01
3749,drawer,open,00001216_P04_05_61711_61861_0_-1_1.jpg,validation,P04
3750,drawer,open,00001231_P01_09_109081_109351_0_-1_0.jpg,train,P01
3751,drawer,open,00001216_P04_05_61711_61861_0_-1_3.jpg,validation,P04
3752,drawer,close,00001216_P04_05_61711_61861_0_-1_0.jpg,validation,P04
3753,drawer,open,00001231_P01_09_109081_109351_0_-1_1.jpg,train,P01
3754,drawer,open,00001216_P04_05_61711_61861_0_-1_2.jpg,validation,P04
3755,drawer,close,00001215_P22_12_3601_3871_0_-1_1.jpg,validation,P22
3756,drawer,close,00001215_P22_12_3601_3871_0_-1_2.jpg,validation,P22
3757,drawer,open,00001192_P22_16_4891_5041_0_-2_3.jpg,validation,P22
3758,drawer,close,00001215_P22_12_3601_3871_0_-1_3.jpg,validation,P22
3759,drawer,close,00001215_P22_12_3601_3871_0_-1_0.jpg,validation,P22
3760,drawer,open,00001164_P22_07_84661_84931_0_-2_2.jpg,validation,P22
3761,drawer,open,00001192_P22_16_4891_5041_0_-2_2.jpg,validation,P22
3762,drawer,open,00001164_P22_07_84661_84931_0_-2_0.jpg,validation,P22
3763,drawer,open,00001164_P22_07_84661_84931_0_-2_1.jpg,validation,P22
3764,drawer,open,00001164_P22_07_84661_84931_0_-2_3.jpg,validation,P22
3765,drawer,open,00001164_P22_07_84661_84931_0_-2_4.jpg,validation,P22
3766,drawer,close,00001100_P07_04_20011_20341_0_-2_2.jpg,validation,P07
3767,drawer,open,00001096_P13_09_11041_11251_0_-2_4.jpg,train,P13
3768,drawer,open,00001096_P13_09_11041_11251_0_-2_1.jpg,train,P13
3769,drawer,open,00001096_P13_09_11041_11251_0_-2_2.jpg,train,P13
3770,drawer,open,00001096_P13_09_11041_11251_0_-2_3.jpg,train,P13
3771,drawer,open,00001066_P08_06_28261_28411_0_-2_0.jpg,train,P08
3772,drawer,open,00001066_P08_06_28261_28411_0_-2_3.jpg,train,P08
3773,drawer,open,00001066_P08_06_28261_28411_0_-2_1.jpg,train,P08
3774,drawer,open,00001048_P02_06_48811_49111_1_-2_4.jpg,test,P02
3775,drawer,open,00001096_P13_09_11041_11251_0_-2_0.jpg,train,P13
3776,drawer,open,00001066_P08_06_28261_28411_0_-2_2.jpg,train,P08
3777,drawer,open,00000997_P22_17_68671_68851_0_-2_3.jpg,validation,P22
3778,drawer,open,00001048_P02_06_48811_49111_1_-2_1.jpg,test,P02
3779,drawer,open,00001000_P20_04_35881_36001_1_-2_1.jpg,test,P20
3780,drawer,open,00001000_P20_04_35881_36001_1_-2_0.jpg,test,P20
3781,drawer,open,00001048_P02_06_48811_49111_1_-2_3.jpg,test,P02
3782,drawer,open,00001048_P02_06_48811_49111_1_-2_0.jpg,test,P02
3783,drawer,open,00001100_P07_04_20011_20341_0_-2_6.jpg,validation,P07
3784,drawer,open,00000900_P22_13_13891_14041_0_-2_2.jpg,validation,P22
3785,drawer,open,00001048_P02_06_48811_49111_1_-2_2.jpg,test,P02
3786,drawer,open,00000997_P22_17_68671_68851_0_-2_2.jpg,validation,P22
3787,drawer,close,00000900_P22_13_13891_14041_0_-2_0.jpg,validation,P22
3788,drawer,open,00000900_P22_13_13891_14041_0_-2_3.jpg,validation,P22
3789,drawer,open,00000997_P22_17_68671_68851_0_-2_0.jpg,validation,P22
3790,drawer,close,00000900_P22_13_13891_14041_0_-2_1.jpg,validation,P22
3791,drawer,open,00000782_P22_06_1681_1861_1_-1_4.jpg,validation,P22
3792,drawer,open,00000782_P22_06_1681_1861_1_-1_3.jpg,validation,P22
3793,drawer,open,00000862_P25_11_10531_10771_1_-1_2.jpg,train,P25
3794,drawer,open,00000862_P25_11_10531_10771_1_-1_1.jpg,train,P25
3795,drawer,open,00000862_P25_11_10531_10771_1_-1_3.jpg,train,P25
3796,drawer,open,00000862_P25_11_10531_10771_1_-1_0.jpg,train,P25
3797,drawer,open,00000782_P22_06_1681_1861_1_-1_2.jpg,validation,P22
3798,drawer,open,00000522_P22_07_13741_14071_0_-2_8.jpg,validation,P22
3799,drawer,open,00000782_P22_06_1681_1861_1_-1_1.jpg,validation,P22
3800,drawer,open,00000522_P22_07_13741_14071_0_-2_4.jpg,validation,P22
3801,drawer,open,00000522_P22_07_13741_14071_0_-2_2.jpg,validation,P22
3802,drawer,open,00000522_P22_07_13741_14071_0_-2_6.jpg,validation,P22
3803,drawer,open,00000782_P22_06_1681_1861_1_-1_0.jpg,validation,P22
3804,drawer,open,00000421_P13_08_72391_72631_0_-1_3.jpg,train,P13
3805,drawer,open,00000421_P13_08_72391_72631_0_-1_4.jpg,train,P13
3806,drawer,open,00000522_P22_07_13741_14071_0_-2_0.jpg,validation,P22
3807,drawer,open,00014709_P03_06_6031_6241_0_-1_4.jpg,train,P03
3808,drawer,close,00014709_P03_06_6031_6241_0_-1_1.jpg,train,P03
3809,drawer,open,00014765_P29_03_29611_30661_0_-1_12.jpg,train,P29
3810,drawer,open,00024033_P04_05_17941_18001_0_-1_0.jpg,validation,P04
3811,drawer,open,00014709_P03_06_6031_6241_0_-1_3.jpg,train,P03
3812,drawer,open,00014765_P29_03_29611_30661_0_-1_24.jpg,train,P29
3813,drawer,open,00024044_P22_05_59071_59101_0_-1_0.jpg,validation,P22
3814,drawer,open,00014800_P31_13_20731_20971_0_-1_2.jpg,test,P31
3815,drawer,open,00014709_P03_06_6031_6241_0_-1_2.jpg,train,P03
3816,drawer,open,00014765_P29_03_29611_30661_0_-1_6.jpg,train,P29
3817,drawer,open,00024090_P04_03_17041_17101_0_-1_0.jpg,validation,P04
3818,drawer,close,00023830_P04_05_68341_68431_0_-1_1.jpg,validation,P04
3819,drawer,open,00023962_P28_03_11041_11131_0_-1_0.jpg,test,P28
3820,drawer,close,00023830_P04_05_68341_68431_0_-1_0.jpg,validation,P04
3821,drawer,open,00023616_P06_03_4411_4621_1_-1_3.jpg,train,P06
3822,drawer,open,00023746_P25_12_4231_4321_0_-1_0.jpg,train,P25
3823,drawer,open,00023616_P06_03_4411_4621_1_-1_4.jpg,train,P06
3824,drawer,open,00023746_P25_12_4231_4321_0_-1_1.jpg,train,P25
3825,drawer,open,00023616_P06_03_4411_4621_1_-1_2.jpg,train,P06
3826,drawer,close,00023777_P28_05_811_841_0_-1_0.jpg,test,P28
3827,drawer,open,00023616_P06_03_4411_4621_1_-1_0.jpg,train,P06
3828,drawer,open,00023514_P25_09_23191_23341_0_-2_2.jpg,train,P25
3829,drawer,open,00023578_P04_06_991_1141_1_-1_3.jpg,validation,P04
3830,drawer,close,00023578_P04_06_991_1141_1_-1_0.jpg,validation,P04
3831,drawer,open,00023527_P30_06_5371_5491_1_-2_0.jpg,test,P30
3832,drawer,open,00023514_P25_09_23191_23341_0_-2_3.jpg,train,P25
3833,drawer,open,00023578_P04_06_991_1141_1_-1_2.jpg,validation,P04
3834,drawer,open,00023616_P06_03_4411_4621_1_-1_1.jpg,train,P06
3835,drawer,open,00023527_P30_06_5371_5491_1_-2_1.jpg,test,P30
3836,drawer,open,00023485_P04_03_5491_5581_0_-1_1.jpg,validation,P04
3837,drawer,open,00023578_P04_06_991_1141_1_-1_1.jpg,validation,P04
3838,drawer,open,00023483_P03_04_49381_49441_0_-1_0.jpg,train,P03
3839,drawer,close,00023511_P22_07_181_211_0_-1_0.jpg,validation,P22
3840,drawer,open,00014765_P29_03_29611_30661_0_-1_0.jpg,train,P29
